ID,Region,Subregion,Stock,Group,Name,EnglishName,ScientificName,Source,MinOfYear,MaxOfYear,StartYear,EndYear,Flim,Fpa,Blim,Bpa,Bmsy,FMSY,MSY,MSYBtrigger,B40,M,Fofl,last_F,Resilience,r.low,r.hi,stb.low,stb.hi,int.yr,intb.low,intb.hi,endb.low,endb.high,q.start,q.end,btype,force.cmsy,Comment,Match
1,1,1.CaboSanLucas,1.CaboSanLucasGUACHINANGO,NA,GUACHINANGO,RED SNAPPER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2011,0.2,0.4,0.3,0.6,NA,NA,None,TRUE,NA,1
2,1,1.CaboSanLucas,1.CaboSanLucasLANGOSTA,NA,LANGOSTA,LOBSTER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2011,0.2,0.4,0.3,0.6,NA,NA,None,TRUE,NA,1
3,1,1.CaboSanLucas,1.CaboSanLucasTIBURON,NA,TIBURON,SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2011,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
4,1,1.CaboSanLucas,1.CaboSanLucasPARGO,NA,PARGO,SNAPPER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2008,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
5,1,1.CaboSanLucas,1.CaboSanLucasCABRILLA,NA,CABRILLA,GROUPERS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2007,0.1,0.3,0.1,0.4,NA,NA,None,TRUE,NA,1
6,1,1.CaboSanLucas,1.CaboSanLucasMERO,NA,MERO,SEA BASS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.1,0.3,2008,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
7,1,1.CaboSanLucas,1.CaboSanLucasJUREL,NA,JUREL,JACKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2008,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
8,1,1.CaboSanLucas,1.CaboSanLucasPIERNA,NA,PIERNA,OCEAN WHITEFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,TRUE,NA,1
9,1,1.CaboSanLucas,1.CaboSanLucasALMEJA,NA,ALMEJA,CLAMS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2004,0.1,0.3,0.01,0.4,NA,NA,None,TRUE,NA,1
10,1,1.CaboSanLucas,1.CaboSanLucasCAZON,NA,CAZON,SMALL SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.1,0.3,2011,0.1,0.3,0.1,0.4,NA,NA,None,TRUE,NA,1
11,1,1.CaboSanLucas,1.CaboSanLucasLENGUADO,NA,LENGUADO,FLATFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2005,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
12,1,1.CaboSanLucas,1.CaboSanLucasPULPO,NA,PULPO,OCTOPUS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,NA,NA,0.1,0.3,2008,0.2,0.4,0.1,0.3,NA,NA,None,TRUE,NA,1
13,1,1.CaboSanLucas,1.CaboSanLucasCALAMAR,NA,CALAMAR,SQUID,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,NA,NA,0.3,0.5,2004,NA,NA,NA,NA,NA,NA,None,TRUE,NA,1
14,1,1.CaboSanLucas,1.CaboSanLucasRAYA Y SIMILARES,NA,RAYA Y SIMILARES,RAYS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2007,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
15,2,3.Loreto,3.LoretoGUACHINANGO,NA,GUACHINANGO,RED SNAPPER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2009,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
16,2,3.Loreto,3.LoretoPARGO,NA,PARGO,SNAPPER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2009,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
17,2,3.Loreto,3.LoretoCABRILLA,NA,CABRILLA,GROUPERS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2008,0.2,0.4,0.1,0.3,NA,NA,None,TRUE,NA,1
18,2,3.Loreto,3.LoretoJUREL,NA,JUREL,JACKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2007,0.2,0.4,0.3,0.6,NA,NA,None,TRUE,NA,1
19,2,3.Loreto,3.LoretoTIBURON,NA,TIBURON,SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2004,0.4,0.6,0.01,0.4,NA,NA,None,TRUE,NA,1
20,2,3.Loreto,3.LoretoPIERNA,NA,PIERNA,OCEAN WHITEFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,TRUE,NA,1
21,2,3.Loreto,3.LoretoBANDERA,NA,BANDERA,CATFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2007,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
22,2,3.Loreto,3.LoretoCAZON,NA,CAZON,SMALL SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.1,0.3,2011,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
23,2,3.Loreto,3.LoretoRAYA Y SIMILARES,NA,RAYA Y SIMILARES,RAYS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2006,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
24,2,3.Loreto,3.LoretoMERO,NA,MERO,SEA BASS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.1,0.3,2012,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
25,3,4.SantaRosalia,4.SantaRosaliaCALAMAR,NA,CALAMAR,SQUID,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,NA,NA,0.3,0.5,2010,NA,NA,NA,NA,NA,NA,None,TRUE,NA,1
26,3,4.SantaRosalia,4.SantaRosaliaCABRILLA,NA,CABRILLA,GROUPERS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2010,0.2,0.4,0.01,0.3,NA,NA,None,TRUE,NA,1
27,3,4.SantaRosalia,4.SantaRosaliaJUREL,NA,JUREL,JACKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2010,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
28,3,4.SantaRosalia,4.SantaRosaliaLENGUADO,NA,LENGUADO,FLATFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2005,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
29,3,4.SantaRosalia,4.SantaRosaliaLANGOSTA,NA,LANGOSTA,LOBSTER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2006,0.4,0.6,0.3,0.5,NA,NA,None,TRUE,NA,1
30,3,4.SantaRosalia,4.SantaRosaliaPULPO,NA,PULPO,OCTOPUS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,NA,NA,0.1,0.3,2010,0.2,0.4,0.1,0.3,NA,NA,None,TRUE,NA,1
31,3,4.SantaRosalia,4.SantaRosaliaTIBURON,NA,TIBURON,SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2005,0.3,0.5,0.3,0.6,NA,NA,None,TRUE,NA,1
32,3,4.SantaRosalia,4.SantaRosaliaPARGO,NA,PARGO,SNAPPER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2010,0.1,0.3,0.1,0.3,NA,NA,None,TRUE,NA,1
33,3,4.SantaRosalia,4.SantaRosaliaJAIBA,NA,JAIBA,BLUE CRAB,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2012,0.3,0.5,0.3,0.6,NA,NA,None,TRUE,NA,1
34,3,4.SantaRosalia,4.SantaRosaliaCORVINA,NA,CORVINA,GULF WEAKFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2009,0.1,0.3,0.1,0.3,NA,NA,None,TRUE,NA,1
35,3,4.SantaRosalia,4.SantaRosaliaGUACHINANGO,NA,GUACHINANGO,RED SNAPPER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2009,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
36,3,4.SantaRosalia,4.SantaRosaliaRAYA Y SIMILARES,NA,RAYA Y SIMILARES,RAYS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2003,0.3,0.5,0.3,0.6,NA,NA,None,TRUE,NA,1
37,3,4.SantaRosalia,4.SantaRosaliaCAZON,NA,CAZON,SMALL SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.1,0.3,2008,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
38,3,4.SantaRosalia,4.SantaRosaliaLISA,NA,LISA,MULLETS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2006,0.2,0.4,0.1,0.3,NA,NA,None,TRUE,NA,1
39,3,4.SantaRosalia,4.SantaRosaliaALMEJA,NA,ALMEJA,CLAMS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2008,0,0.2,0.1,0.3,NA,NA,None,TRUE,NA,1
40,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesPULPO,NA,PULPO,OCTOPUS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,NA,NA,0.1,0.3,2009,0.2,0.4,0.01,0.4,NA,NA,None,TRUE,NA,1
41,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesCALAMAR,NA,CALAMAR,SQUID,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,None,TRUE,NA,1
42,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesJUREL,NA,JUREL,JACKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2006,0.4,0.6,0.3,0.5,NA,NA,None,TRUE,NA,1
43,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesLENGUADO,NA,LENGUADO,FLATFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2007,0,0.2,0.1,0.3,NA,NA,None,TRUE,NA,1
44,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesTIBURON,NA,TIBURON,SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2007,0.2,0.4,0.3,0.5,NA,NA,None,TRUE,NA,1
45,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesCABRILLA,NA,CABRILLA,GROUPERS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2004,0,0.2,0.1,0.3,NA,NA,None,TRUE,NA,1
46,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesBANDERA,NA,BANDERA,CATFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2007,0.4,0.6,0.3,0.6,NA,NA,None,TRUE,NA,1
47,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesCAZON,NA,CAZON,SMALL SHARKS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.1,0.3,2010,0.1,0.3,0.1,0.3,NA,NA,None,TRUE,NA,1
48,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesRAYA Y SIMILARES,NA,RAYA Y SIMILARES,RAYS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.3,0.5,2007,0.2,0.4,0.3,0.6,NA,NA,None,TRUE,NA,1
49,4,5.BahiaDeLosAngeles,5.BahiaDeLosAngelesALMEJA,NA,ALMEJA,CLAMS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2005,0,0.2,0.01,0.2,NA,NA,None,TRUE,NA,1
50,5,6.AltoGolfo,6.AltoGolfoCAMARON,NA,CAMARON,SHRIMP,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.2,0.4,2006,0.2,0.5,0.2,0.4,NA,NA,None,TRUE,NA,1
51,5,6.AltoGolfo,6.AltoGolfoBERRUGATA,NA,BERRUGATA,GULF CROAKER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2009,0.2,0.4,0.01,0.4,NA,NA,None,TRUE,NA,1
52,5,6.AltoGolfo,6.AltoGolfoSIERRA,NA,SIERRA,MACKERELS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2008,0.4,0.6,0.01,0.4,NA,NA,None,TRUE,NA,1
53,5,6.AltoGolfo,6.AltoGolfoCORVINA,NA,CORVINA,GULF WEAKFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2003,0.1,0.3,0.1,0.4,NA,NA,None,TRUE,NA,1
54,5,6.AltoGolfo,6.AltoGolfoALMEJA,NA,ALMEJA,CLAMS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2006,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
55,6,7.PuertoPenasco,7.PuertoPenascoCAMARON,NA,CAMARON,SHRIMP,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.2,0.4,2006,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
56,6,7.PuertoPenasco,7.PuertoPenascoALMEJA,NA,ALMEJA,CLAMS,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2009,0.2,0.4,0.01,0.3,NA,NA,None,TRUE,NA,1
57,6,7.PuertoPenasco,7.PuertoPenascoLENGUADO,NA,LENGUADO,FLATFISH,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.1,0.3,2008,0.2,0.4,0.1,0.4,NA,NA,None,TRUE,NA,1
58,6,7.PuertoPenasco,7.PuertoPenascoJAIBA,NA,JAIBA,BLUE CRAB,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.5,2009,0.3,0.5,0.3,0.6,NA,NA,None,TRUE,NA,1
59,6,7.PuertoPenasco,7.PuertoPenascoBERRUGATA,NA,BERRUGATA,GULF CROAKER,NA,CONAPESCA,2001,2016,2001,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.3,2010,0.1,0.3,0.1,0.4,NA,NA,None,TRUE,NA,1
